taxa,FALSE,TRUE,prop
Pteridium aquilinum,29427,40,0.135745070757118
Rivula sericealis,29427,40,0.135745070757118
Ulmus procera,29427,40,0.135745070757118
Aythya affinis,29428,39,0.13235144398819
Barbarea vulgaris,29428,39,0.13235144398819
Calliphora vicina,29428,39,0.13235144398819
Caradrina morpheus,29428,39,0.13235144398819
Epirrhoe alternata,29428,39,0.13235144398819
Erophila verna,29428,39,0.13235144398819
Lotus pedunculatus,29428,39,0.13235144398819
Malus pumila,29428,39,0.13235144398819
Mythimna impura,29428,39,0.13235144398819
Neriene clathrata,29428,39,0.13235144398819
Phlogophora meticulosa,29428,39,0.13235144398819
Torilis japonica,29428,39,0.13235144398819
Volucella inanis,29428,39,0.13235144398819
Ambigolimax valentianus,29429,38,0.128957817219262
Athyrium filix-femina,29429,38,0.128957817219262
Carduus crispus,29429,38,0.128957817219262
Carex flacca,29429,38,0.128957817219262
Eristalis tenax,29429,38,0.128957817219262
Fissidens taxifolius,29429,38,0.128957817219262
Melanchra persicariae,29429,38,0.128957817219262
Musca autumnalis,29429,38,0.128957817219262
Mystacides azurea,29429,38,0.128957817219262
Polyporus squamosus,29429,38,0.128957817219262
Prunus cerasifera,29429,38,0.128957817219262
Sitona lineatus,29429,38,0.128957817219262
Vespula germanica,29429,38,0.128957817219262
Xylaria polymorpha,29429,38,0.128957817219262
Allium ursinum,29430,37,0.125564190450334
Axylia putris,29430,37,0.125564190450334
Crambus pascuella,29430,37,0.125564190450334
Epilobium parviflorum,29430,37,0.125564190450334
Humulus lupulus,29430,37,0.125564190450334
Lasius flavus,29430,37,0.125564190450334
Osmia caerulescens,29430,37,0.125564190450334
Paxillus involutus,29430,37,0.125564190450334
Salmo trutta,29430,37,0.125564190450334
Amaurobius similis,29431,36,0.122170563681406
Andrena bicolor,29431,36,0.122170563681406
Bathyphantes gracilis,29431,36,0.122170563681406
Cantharis rustica,29431,36,0.122170563681406
Caradrina clavipalpis,29431,36,0.122170563681406
Chilocorus renipustulatus,29431,36,0.122170563681406
Cymbalaria muralis,29431,36,0.122170563681406
Erigone atra,29431,36,0.122170563681406
Euclidia glyphica,29431,36,0.122170563681406
Eupatorium cannabinum,29431,36,0.122170563681406
Geranium lucidum,29431,36,0.122170563681406
Iris foetidissima,29431,36,0.122170563681406
Lecanora muralis,29431,36,0.122170563681406
Lophocolea bidentata,29431,36,0.122170563681406
Rissa tridactyla,29431,36,0.122170563681406
Salix alba,29431,36,0.122170563681406
Agriphila tristella,29432,35,0.118776936912478
Andrena nigroaenea,29432,35,0.118776936912478
Asplenium trichomanes,29432,35,0.118776936912478
Calidris canutus,29432,35,0.118776936912478
Carex otrubae,29432,35,0.118776936912478
Carpinus betulus,29432,35,0.118776936912478
Elasmucha grisea,29432,35,0.118776936912478
Eristalis pertinax,29432,35,0.118776936912478
Larus glaucoides,29432,35,0.118776936912478
Numenius phaeopus,29432,35,0.118776936912478
Oedemera nobilis,29432,35,0.118776936912478
Pilosella aurantiaca,29432,35,0.118776936912478
Plutella xylostella,29432,35,0.118776936912478
Populus nigra,29432,35,0.118776936912478
Prunus domestica,29432,35,0.118776936912478
Rhynchostegium confertum,29432,35,0.118776936912478
Scathophaga stercoraria,29432,35,0.118776936912478
Acronicta psi,29433,34,0.11538331014355
Agrimonia eupatoria,29433,34,0.11538331014355
Ampullaceana balthica,29433,34,0.11538331014355
Anser cygnoides,29433,34,0.11538331014355
Anthus trivialis,29433,34,0.11538331014355
Carex remota,29433,34,0.11538331014355
Conocephalus fuscus,29433,34,0.11538331014355
Conopodium majus,29433,34,0.11538331014355
Coprinus comatus,29433,34,0.11538331014355
Corizus hyoscyami,29433,34,0.11538331014355
Hoplodrina octogenaria,29433,34,0.11538331014355
Limax maximus,29433,34,0.11538331014355
Malus sylvestris,29433,34,0.11538331014355
Neottiura bimaculata,29433,34,0.11538331014355
Physcia adscendens,29433,34,0.11538331014355
Pilosella officinarum,29433,34,0.11538331014355
Stellaria holostea,29433,34,0.11538331014355
Syritta pipiens,29433,34,0.11538331014355
Andrena scotica,29434,33,0.111989683374622
Athripsodes cinereus,29434,33,0.111989683374622
Carex acutiformis,29434,33,0.111989683374622
Clubiona terrestris,29434,33,0.111989683374622
Erigone dentipalpis,29434,33,0.111989683374622
Impatiens capensis,29434,33,0.111989683374622
Microtus agrestis,29434,33,0.111989683374622
Morus bassanus,29434,33,0.111989683374622
Mycena galericulata,29434,33,0.111989683374622
Neovison vison,29434,33,0.111989683374622
Plagiomnium undulatum,29434,33,0.111989683374622
Ribes uva-crispa,29434,33,0.111989683374622
Alisma plantago-aquatica,29435,32,0.108596056605694
Alucita hexadactyla,29435,32,0.108596056605694
Chorthippus albomarginatus,29435,32,0.108596056605694
Funaria hygrometrica,29435,32,0.108596056605694
Graphocephala fennahi,29435,32,0.108596056605694
Hypena proboscidalis,29435,32,0.108596056605694
Linaria vulgaris,29435,32,0.108596056605694
Mormo maura,29435,32,0.108596056605694
Oxychilus alliarius,29435,32,0.108596056605694
Physella acuta,29435,32,0.108596056605694
Plagiognathus arbustorum,29435,32,0.108596056605694
Rosa rugosa,29435,32,0.108596056605694
Salticus scenicus,29435,32,0.108596056605694
Agriphila geniculea,29436,31,0.105202429836767
Anisosticta novemdecimpunctata,29436,31,0.105202429836767
Arctium lappa,29436,31,0.105202429836767
Bjerkandera adusta,29436,31,0.105202429836767
Carex riparia,29436,31,0.105202429836767
Chiasmia clathrata,29436,31,0.105202429836767
Cirsium palustre,29436,31,0.105202429836767
Cochlicopa lubrica,29436,31,0.105202429836767
Galium mollugo,29436,31,0.105202429836767
Holcus mollis,29436,31,0.105202429836767
Luperina testacea,29436,31,0.105202429836767
Meconema thalassinum,29436,31,0.105202429836767
Meligethes aeneus,29436,31,0.105202429836767
Neriene peltata,29436,31,0.105202429836767
Palliduphantes ericaeus,29436,31,0.105202429836767
Parietaria judaica,29436,31,0.105202429836767
Parmelia sulcata,29436,31,0.105202429836767
Physcia tenella,29436,31,0.105202429836767
Platnickina tincta,29436,31,0.105202429836767
Scleroderma citrinum,29436,31,0.105202429836767
Sorbus intermedia,29436,31,0.105202429836767
Tipula oleracea,29436,31,0.105202429836767
Amanita muscaria,29437,30,0.101808803067839
Aphrophora alni,29437,30,0.101808803067839
Campaea margaritaria,29437,30,0.101808803067839
Cantharis flavilabris,29437,30,0.101808803067839
Clangula hyemalis,29437,30,0.101808803067839
Fumaria officinalis,29437,30,0.101808803067839
Gavia immer,29437,30,0.101808803067839
Lacrymaria lacrymabunda,29437,30,0.101808803067839
Lestes sponsa,29437,30,0.101808803067839
Meripilus giganteus,29437,30,0.101808803067839
Metzgeria furcata,29437,30,0.101808803067839
Myriolecis dispersa,29437,30,0.101808803067839
Mythimna pallens,29437,30,0.101808803067839
Noctua janthe,29437,30,0.101808803067839
Pavo cristatus,29437,30,0.101808803067839
Petasites hybridus,29437,30,0.101808803067839
Pseudofumaria lutea,29437,30,0.101808803067839
Rhytisma acerinum,29437,30,0.101808803067839
Rorippa nasturtium-aquaticum,29437,30,0.101808803067839
Schistidium crassipilum,29437,30,0.101808803067839
Anguilla anguilla,29438,29,0.0984151762989106
Athalia rosae,29438,29,0.0984151762989106
Bibio marci,29438,29,0.0984151762989106
Coccothraustes coccothraustes,29438,29,0.0984151762989106
Eupithecia vulgata,29438,29,0.0984151762989106
Hydropsyche siltalai,29438,29,0.0984151762989106
Lissotriton helveticus,29438,29,0.0984151762989106
Meconopsis cambrica,29438,29,0.0984151762989106
Oligia fasciuncula,29438,29,0.0984151762989106
Osmia leaiana,29438,29,0.0984151762989106
Phaeophyscia orbicularis,29438,29,0.0984151762989106
Potentilla erecta,29438,29,0.0984151762989106
Pyrausta aurata,29438,29,0.0984151762989106
Sedum album,29438,29,0.0984151762989106
Sonchus arvensis,29438,29,0.0984151762989106
Spilosoma lubricipeda,29438,29,0.0984151762989106
Achillea ptarmica,29439,28,0.0950215495299827
Aegopinella nitidula,29439,28,0.0950215495299827
Anacamptis pyramidalis,29439,28,0.0950215495299827
Anthophila fabriciana,29439,28,0.0950215495299827
Arge pagana,29439,28,0.0950215495299827
Blastobasis adustella,29439,28,0.0950215495299827
Crocallis elinguaria,29439,28,0.0950215495299827
Diarsia rubi,29439,28,0.0950215495299827
Didymodon rigidulus,29439,28,0.0950215495299827
Dikerogammarus haemobaphes,29439,28,0.0950215495299827
Euonymus europaeus,29439,28,0.0950215495299827
Festuca arundinacea,29439,28,0.0950215495299827
Laburnum anagyroides,29439,28,0.0950215495299827
Melanargia galathea,29439,28,0.0950215495299827
Mystacides longicornis,29439,28,0.0950215495299827
Orthosia cerasi,29439,28,0.0950215495299827
Orthosia gothica,29439,28,0.0950215495299827
Physa fontinalis,29439,28,0.0950215495299827
Piptoporus betulinus,29439,28,0.0950215495299827
Pluteus cervinus,29439,28,0.0950215495299827
Poa pratensis,29439,28,0.0950215495299827
Ranunculus sceleratus,29439,28,0.0950215495299827
Rhododendron ponticum,29439,28,0.0950215495299827
Rumex conglomeratus,29439,28,0.0950215495299827
Scotopteryx chenopodiata,29439,28,0.0950215495299827
Stenodema laevigata,29439,28,0.0950215495299827
Vulpia myuros,29439,28,0.0950215495299827
Allium paradoxum,29440,27,0.0916279227610547
Anemone nemorosa,29440,27,0.0916279227610547
Armadillidium vulgare,29440,27,0.0916279227610547
Atriplex patula,29440,27,0.0916279227610547
Cicadella viridis,29440,27,0.0916279227610547
Clematis vitalba,29440,27,0.0916279227610547
Cosmia trapezina,29440,27,0.0916279227610547
Crepis vesicaria,29440,27,0.0916279227610547
Eurydema oleracea,29440,27,0.0916279227610547
Festuca gigantea,29440,27,0.0916279227610547
Gymnopus confluens,29440,27,0.0916279227610547
Heterogaster urticae,29440,27,0.0916279227610547
Hippodamia variegata,29440,27,0.0916279227610547
Homalothecium sericeum,29440,27,0.0916279227610547
Lepista nuda,29440,27,0.0916279227610547
Lomaspilis marginata,29440,27,0.0916279227610547
Malachius bipustulatus,29440,27,0.0916279227610547
Megachile centuncularis,29440,27,0.0916279227610547
Myrrhis odorata,29440,27,0.0916279227610547
Orthotrichum anomalum,29440,27,0.0916279227610547
Planorbis carinatus,29440,27,0.0916279227610547
Populus tremula,29440,27,0.0916279227610547
Pseudocrossidium hornschuchianum,29440,27,0.0916279227610547
Silene flos-cuculi,29440,27,0.0916279227610547
Zootoca vivipara,29440,27,0.0916279227610547
Bithynia tentaculata,29441,26,0.0882342959921268
Boletus chrysenteron,29441,26,0.0882342959921268
Brachycentrus subnubilus,29441,26,0.0882342959921268
Cabera pusaria,29441,26,0.0882342959921268
Cameraria ohridella,29441,26,0.0882342959921268
Candelariella vitellina,29441,26,0.0882342959921268
Centranthus ruber,29441,26,0.0882342959921268
Chrysopilus cristatus,29441,26,0.0882342959921268
Cotoneaster simonsii,29441,26,0.0882342959921268
Ganoderma australe,29441,26,0.0882342959921268
Grammoptera ruficornis,29441,26,0.0882342959921268
Knautia arvensis,29441,26,0.0882342959921268
Lycoperdon perlatum,29441,26,0.0882342959921268
Mesembrina meridiana,29441,26,0.0882342959921268
Micrargus herbigradus,29441,26,0.0882342959921268
Monacha cantiana,29441,26,0.0882342959921268
Ophrys apifera,29441,26,0.0882342959921268
Pleurotus ostreatus,29441,26,0.0882342959921268
Populus alba,29441,26,0.0882342959921268
Succinea putris,29441,26,0.0882342959921268
Symphytum officinale,29441,26,0.0882342959921268
Thalictrum flavum,29441,26,0.0882342959921268
Verbascum thapsus,29441,26,0.0882342959921268
Volucella pellucens,29441,26,0.0882342959921268
Xanthorhoe montanata,29441,26,0.0882342959921268
Aethusa cynapium,29442,25,0.0848406692231988
Agrotis segetum,29442,25,0.0848406692231988
Alnus incana,29442,25,0.0848406692231988
Anelosimus vittatus,29442,25,0.0848406692231988
Apamea sordens,29442,25,0.0848406692231988
Aquilegia vulgaris,29442,25,0.0848406692231988
Diachrysia chrysitis,29442,25,0.0848406692231988
Galium odoratum,29442,25,0.0848406692231988
Geranium pusillum,29442,25,0.0848406692231988
Grypocoris stysi,29442,25,0.0848406692231988
Hemistola chrysoprasaria,29442,25,0.0848406692231988
Hydropsyche pellucidula,29442,25,0.0848406692231988
Idaea dimidiata,29442,25,0.0848406692231988
Idaea seriata,29442,25,0.0848406692231988
Juncus conglomeratus,29442,25,0.0848406692231988
Lactarius quietus,29442,25,0.0848406692231988
Laothoe populi,29442,25,0.0848406692231988
Lecidella stigmatea,29442,25,0.0848406692231988
Lymnaea stagnalis,29442,25,0.0848406692231988
Melanostoma scalare,29442,25,0.0848406692231988
Metellina mengei,29442,25,0.0848406692231988
Plantago coronopus,29442,25,0.0848406692231988
Polygonum arenastrum,29442,25,0.0848406692231988
Scrophularia nodosa,29442,25,0.0848406692231988
Stachys officinalis,29442,25,0.0848406692231988
Stigmella aurella,29442,25,0.0848406692231988
Syntrichia ruralis,29442,25,0.0848406692231988
Alchemilla mollis,29443,24,0.0814470424542709
Anania coronata,29443,24,0.0814470424542709
Arion flagellus,29443,24,0.0814470424542709
Clitocybe nebularis,29443,24,0.0814470424542709
Coenosia tigrina,29443,24,0.0814470424542709
Epilobium obscurum,29443,24,0.0814470424542709
Eudonia mercurella,29443,24,0.0814470424542709
Eurygaster testudinaria,29443,24,0.0814470424542709
Flammulina velutipes,29443,24,0.0814470424542709
Gonocerus acuteangulatus,29443,24,0.0814470424542709
Hydraecia micacea,29443,24,0.0814470424542709
Lecanora polytropa,29443,24,0.0814470424542709
Limosa lapponica,29443,24,0.0814470424542709
Oenanthe crocata,29443,24,0.0814470424542709
Physcia caesia,29443,24,0.0814470424542709
Pinus nigra,29443,24,0.0814470424542709
Ribes rubrum,29443,24,0.0814470424542709
Robinia pseudoacacia,29443,24,0.0814470424542709
Scutellaria galericulata,29443,24,0.0814470424542709
Tetragnatha montana,29443,24,0.0814470424542709
Xestia triangulum,29443,24,0.0814470424542709
Anthidium manicatum,29444,23,0.0780534156853429
Caloplaca oasis,29444,23,0.0780534156853429
Cryphaea heteromalla,29444,23,0.0780534156853429
Cydia pomonella,29444,23,0.0780534156853429
Eupteryx melissae,29444,23,0.0780534156853429
Gastrophysa viridula,29444,23,0.0780534156853429
Gerris lacustris,29444,23,0.0780534156853429
Hordeum secalinum,29444,23,0.0780534156853429
Hydropsyche angustipennis,29444,23,0.0780534156853429
Lemna minuta,29444,23,0.0780534156853429
Malva moschata,29444,23,0.0780534156853429
Microneta viaria,29444,23,0.0780534156853429
Mythimna ferrago,29444,23,0.0780534156853429
Nomada goodeniana,29444,23,0.0780534156853429
Papaver dubium,29444,23,0.0780534156853429
Phyllobius pomaceus,29444,23,0.0780534156853429
Piscicola geometra,29444,23,0.0780534156853429
Plantago media,29444,23,0.0780534156853429
Poa nemoralis,29444,23,0.0780534156853429
Pseudochorthippus parallelus,29444,23,0.0780534156853429
Rhyacophila dorsalis,29444,23,0.0780534156853429
Rosa arvensis,29444,23,0.0780534156853429
Rumex acetosella,29444,23,0.0780534156853429
Scaeva pyrastri,29444,23,0.0780534156853429
Sphaerium corneum,29444,23,0.0780534156853429
Syrphus ribesii,29444,23,0.0780534156853429
Tandonia sowerbyi,29444,23,0.0780534156853429
Tipula vernalis,29444,23,0.0780534156853429
Trochulus hispidus,29444,23,0.0780534156853429
Ajuga reptans,29445,22,0.074659788916415
Andrena nitida,29445,22,0.074659788916415
Aphidecta obliterata,29445,22,0.074659788916415
Atethmia centrago,29445,22,0.074659788916415
Chamaecyparis lawsoniana,29445,22,0.074659788916415
Chelidonium majus,29445,22,0.074659788916415
Chelostoma campanularum,29445,22,0.074659788916415
Clytus arietis,29445,22,0.074659788916415
Contarinia quinquenotata,29445,22,0.074659788916415
Cygnus atratus,29445,22,0.074659788916415
Dicranoweisia cirrata,29445,22,0.074659788916415
Dismodicus bifrons,29445,22,0.074659788916415
Eilema lurideola,29445,22,0.074659788916415
Gymnopus dryophilus,29445,22,0.074659788916415
Halictus tumulorum,29445,22,0.074659788916415
Hydrocotyle ranunculoides,29445,22,0.074659788916415
Hypomma cornutum,29445,22,0.074659788916415
Korscheltellus lupulina,29445,22,0.074659788916415
Laccaria amethystina,29445,22,0.074659788916415
Lecanora campestris,29445,22,0.074659788916415
Lepidium draba,29445,22,0.074659788916415
Mahonia aquifolium,29445,22,0.074659788916415
Megachile willughbiella,29445,22,0.074659788916415
Mycena arcangeliana,29445,22,0.074659788916415
Mycena galopus,29445,22,0.074659788916415
Myriolecis albescens,29445,22,0.074659788916415
Oedothorax fuscus,29445,22,0.074659788916415
Pardosa amentata,29445,22,0.074659788916415
Persicaria hydropiper,29445,22,0.074659788916415
Phytomyza ilicis,29445,22,0.074659788916415
Ranunculus lingua,29445,22,0.074659788916415
Ribes sanguineum,29445,22,0.074659788916415
Sciurus vulgaris,29445,22,0.074659788916415
Triticum aestivum,29445,22,0.074659788916415
Verrucaria nigrescens,29445,22,0.074659788916415
Accipiter gentilis,29446,21,0.071266162147487
Acleris variegana,29446,21,0.071266162147487
Aeshna juncea,29446,21,0.071266162147487
Alca torda,29446,21,0.071266162147487
Amphipyra pyramidea,29446,21,0.071266162147487
Bromopsis ramosa,29446,21,0.071266162147487
Caloplaca flavocitrina,29446,21,0.071266162147487
Carcinus maenas,29446,21,0.071266162147487
Carex nigra,29446,21,0.071266162147487
Cerastium tomentosum,29446,21,0.071266162147487
Clubiona comta,29446,21,0.071266162147487
Clubiona lutescens,29446,21,0.071266162147487
